Clicked At,Replied At,Data Entered At,Attachment Opened At,Macro Enabled At,QR Code Scanned At,Opened At,Reported,Scheduled,Delivered At,Job Title,Division,Browser,Browser Version,Operating System,Email Template,Current PPP,Risk Score,Department,
,,,,,,1/20/25 21:53,1/20/25 21:53,1/20/25 21:53,1/20/25 21:53,Administration,EMP REGISTRAR OFFICE,,,,Authorize Pending Transaction on your Wallet (Link),0.0603448,39.1328,REGISTRAR OFFICE,
,,,,,,1/20/25 16:06,1/20/25 16:06,1/20/25 14:53,1/20/25 14:53,Administration,EMP CASA - CENTER ACADEMIC SUCCESS,,,,Amazon: Your Amazon Order of AirPods Pro (2nd Generation) Wireless Earbuds (Link) (QR Code),0.0225564,39.1328,CASA - CENTER ACADEMIC SUCCESS,
,,,,,,,,1/20/25 17:52,1/20/25 17:52,Administration,EMP MASTER IN CIVIL ENGINEERING,,,,ParkingEye: Parking Ticket Refund (Link),0,46.0773,MASTER IN CIVIL ENGINEERING,
,,,,,,1/24/25 15:15,,1/20/25 19:55,1/20/25 19:55,Administration,EMP NURSING,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0769231,48.3921,NURSING,
,,,,,,,,1/20/25 21:29,1/20/25 21:29,Administration,EMP NO CONTRACT,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0,46.0773,MUSIC PROGRAM,
,,,,,,,,1/20/25 15:00,1/20/25 15:00,Administration,EMP FAC OPER PLANT ADMIN,,,,Parking Ticket Refund (Link),0,46.0773,FAC OPER PLANT ADMIN,
,,,,,,,,1/22/25 18:27,1/22/25 18:27,Administration,EMP NO CONTRACT,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0,46.0773,MATHEMATICS,
,,,,,,1/20/25 21:07,1/20/25 21:07,1/20/25 20:36,1/20/25 20:36,Administration,,,,,UPS: Service Temporarily Unavailable (QR Code),0,37.4662,COLLEGE OF GRAD & CONT STUDIES-GAO,
,,,,,,,,1/21/25 21:08,1/21/25 21:08,Administration,EMP ATHLETIC ADMINISTRATION,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0322581,46.0773,SOCCER - WOMEN,
,,,,,,1/21/25 16:33,1/21/25 16:33,1/21/25 16:03,1/21/25 16:03,Administration,EMP COMDNT CADETS,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.015748,39.1328,COMDNT CADETS,
,,,,,,,,1/21/25 13:01,1/21/25 13:01,Administration,,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0.020202,46.0773,,
,,,,,,1/20/25 19:48,,1/20/25 18:56,1/20/25 18:56,Administration,EMP MS LEADERSHIP,,,,jetBlue: Chance to win a FREE upgrade on your flight to New York! (Link),0.00934579,46.0773,DISTANCE MBA PROGRAM,
,,,,,,,,1/22/25 16:15,1/22/25 16:15,Administration,EMP NAVAL SCIENCE,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0394737,46.0773,ADMISSIONS,
,,,,,,,,1/20/25 21:49,1/20/25 21:49,Administration,,,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0,38.3882,,
,,,,,,,,1/20/25 16:21,1/20/25 16:21,Administration,,,,,Disney: Your Disney account was updated (Link),0,46.0773,ENGLISH,
,,,,,,1/23/25 18:09,,1/22/25 19:46,1/22/25 19:46,Administration,EMP ATHLETIC ADMINISTRATION,,,,LinkedIn: Install LinkedIn Secure app (Link),0.0756303,46.0773,WOMEN'S HOCKEY,
,,,,,,1/22/25 18:09,1/22/25 18:09,1/22/25 18:08,1/22/25 18:08,Administration,EMP ACCOUNTING,,,,EA Playstation Account Notification (Link) (QR Code),0.0206186,41.4476,BSMS MANAGEMENT STUDIES,
,,,,,,1/20/25 21:56,,1/20/25 21:00,1/20/25 21:00,Administration,EMP COMDNT CADETS,,,,T-Mobile: Win the new Iphone Xs with T-Mobile (Link),0.0441176,46.0773,COMDNT CADETS,
,,,,,,,,1/20/25 20:47,1/20/25 20:47,Administration,EMP MAH-MASTER OF ARTS IN HISTORY,,,,Authorize Pending Transaction on your Wallet (Link),0.0238095,46.0773,MAH-MASTER OF ARTS IN HISTORY,
,,,,,,,,1/22/25 14:14,1/22/25 14:14,Administration,EMP NO CONTRACT,,,,eFax: Urgent - Confirm account to receive important fax (Link),0,46.0773,MS IN ACCOUNTING,
,,,,,,1/20/25 16:03,1/20/25 16:03,1/20/25 15:30,1/20/25 15:30,Administration,EMP ACADEMIC INTERNSHIP OFFICE,,,,Panera Bread: Free Sandwich! (Link),0.0131579,39.1328,ACADEMIC INTERNSHIP OFFICE,
,,,,,,,,1/21/25 14:13,1/21/25 14:13,Administration,EMP ECONOMICS & FINANCE,,,,Your School Portraits are now available - Order#24532197 (Link),0.0111111,39.1328,ECONOMICS & FINANCE,
,,,,,,,,1/20/25 16:37,1/20/25 16:37,Administration,EMP MASTERS SCIENCE NURSING - MSN,,,,Facebook: Your friend tagged you in photos on Facebook (Link) (SPT),0,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,,,1/20/25 14:53,1/20/25 14:53,Administration,EMP UNIFORM PROCUREMENT,,,,Amazon: Your Amazon Order of AirPods Pro (2nd Generation) Wireless Earbuds (Link) (QR Code),0,46.0773,UNIFORM PROCUREMENT,
,,,,,,,,1/21/25 13:24,1/21/25 13:24,Administration,,,,,UPS: Service Temporarily Unavailable (QR Code),0.0357143,39.1328,MEN'S LACROSSE,
,,,,,,,,1/22/25 15:11,1/22/25 15:12,Administration,,,,,Ticketmaster: Basketball Season is Here! (QR Code),0,46.0773,,
,,,,,,,,1/21/25 20:16,1/21/25 20:16,Administration,,,,,Dick's: Congratulations! (QR Code),0,38.3882,NURSING,
,,,,,,,,1/20/25 18:30,1/20/25 18:30,Administration,,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0,46.0773,SECURITY,
,,,,,,,,1/21/25 16:11,1/21/25 16:11,Administration,,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0,46.0773,SUMMER SCHOOL,
,,,,,,1/22/25 3:54,1/21/25 16:54,1/21/25 16:48,1/21/25 16:48,Administration,,,,,Your School Portraits are now available - Order#24532197 (Link),0.105263,46.0773,TITLE IX COORDINATOR,
,,,,,,,,1/22/25 16:39,1/22/25 16:39,Administration,,,,,Hello All Cat Lovers!!!!! (Link),0,46.0773,,
,,,,,,,,1/20/25 16:52,1/20/25 16:52,Administration,,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0,46.0773,,
,,,,,,,,1/22/25 15:53,1/22/25 15:53,Administration,,,,,Dick's: Congratulations! (QR Code),0,38.3882,Leadership,
,,,,,,,,1/20/25 16:34,1/20/25 16:34,Administration,,,,,Would you mind taking a look at this invoice? (Link) (Spoofs Domain) (Credentials Landing Page),0,38.3882,Finance,
,,,,,,,,1/21/25 14:40,1/21/25 14:40,Administration,,,,,LinkedIn: Join my network on LinkedIn (Link),0,46.0773,,
,,,,,,1/20/25 16:24,,1/20/25 16:20,1/20/25 16:20,Administration,,,,,Facebook: Your friend tagged you in photos on Facebook (Link) (SPT),0,46.2482,,
,,,,,,1/21/25 18:15,,1/21/25 17:52,1/21/25 17:52,Administration,,,,,Slack: Mandatory mobile app update (QR Code),0,37.2308,,
,,,,,,,,1/22/25 17:28,1/22/25 17:28,Administration,,,,,eFax: Urgent - Confirm account to receive important fax (Link),0.0769231,40.703,,
,,,,,,1/22/25 20:54,,1/22/25 20:23,1/22/25 20:23,Administration,,,,,Amazon: Your Amazon Order of AirPods Pro (2nd Generation) Wireless Earbuds (Link) (QR Code),0.0833333,37.2308,FINANCIAL AFFAIRS,
,,,,,,,,1/22/25 21:46,1/22/25 21:46,Administration,,,,,Chipotle: Go BOGO with our mobile app! (QR Code),0,44.4106,,
,,,,,,,,1/20/25 15:37,1/20/25 15:38,Administration,,,,,Dick's: Congratulations! (QR Code),0,38.3882,,
,,,,,,,,1/20/25 18:49,1/20/25 18:49,Administration,,,,,Parking Ticket Refund (Link),0,46.0773,Facilities,
,,,,,,,,1/21/25 13:12,1/21/25 13:12,Administration,,,,,LinkedIn: Verification Required! (Link) (Credentials Landing Page),0.117647,36.2811,MODERN LANGUAGES,
,,,,,,,,1/22/25 21:02,1/22/25 21:02,Administration,,,,,Ticketmaster: Basketball Season is Here! (QR Code),0,47.1163,Mail Room,
,,,,,,,,1/22/25 18:22,1/22/25 18:22,Administration,,,,,Expedia: Pack your bags! Your trip is booked. (QR Code),0,46.0773,,
,,,,,,,,1/20/25 17:40,1/20/25 17:40,Administration,,,,,Someone sent you a Mother's Day ecard! (Link) (Credentials Landing Page),0,47.1163,IT USER SERVICES,
,,,,,,1/22/25 13:35,1/22/25 13:35,1/22/25 13:08,1/22/25 13:08,Administration,,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0,31.4437,STRENGTH AND CONDITIONING,
,,,,,,,,1/20/25 19:58,1/20/25 19:58,Administration,,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0,48.2648,NURSING,
,,,,,,,,1/21/25 18:21,1/21/25 18:21,Administration,,,,,Panera Bread: Free Sandwich! (Link),0,51.6279,,
,,,,,,,,1/20/25 17:09,1/20/25 17:10,Administration,,,,,EA Playstation Account Notification (Link) (QR Code),0,47.1163,UNIFORM PROCUREMENT,
,,,,,,1/22/25 22:55,1/22/25 22:55,1/22/25 14:15,1/22/25 14:15,Administration,,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0,33.7586,ECONOMICS & FINANCE,
,,,,,,,,1/21/25 19:28,1/21/25 19:28,Administration,,,,,Ticketmaster: Basketball Season is Here! (QR Code),0,38.3882,Security,
,,,,,,1/21/25 18:21,1/21/25 18:21,1/21/25 16:58,1/21/25 16:58,Administration,,,,,UPS: Service Temporarily Unavailable (QR Code),0,31.4437,,
,,,,,,,,1/22/25 15:11,1/22/25 15:12,Administration,,,,,Netflix Alerts: The Wait is Over! (Link),0,38.3882,,
,,,,,,,,1/20/25 16:54,1/20/25 16:54,Administration,,,,,Your School Portraits are now available - Order#24532197 (Link),0,47.1163,ALUMNI RELATIONS,
,,,,,,,,1/21/25 15:48,1/21/25 15:48,Administration,,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0,41.4476,,
,,,,,,,,1/21/25 14:15,1/21/25 14:15,Administration,,,,,Amazon: Amazon Renewal (Link),0,51.6279,,
,,,,,,,,1/20/25 21:26,1/20/25 21:27,Administration,,,,,ParkingEye: Parking Ticket Refund (Link),0,38.3882,,
,,,,,,,,1/21/25 19:22,1/21/25 19:22,Administration,,,,,Slack: Mandatory mobile app update (QR Code),0,38.3882,MATHEMATICS,
,,,,,,,,1/21/25 15:28,1/21/25 15:28,Administration,EMP ART,,,,LinkedIn: Join my network on LinkedIn (Link),0.0340136,41.4476,ART,
,,,,,,,,1/22/25 19:56,1/22/25 19:56,Administration,EMP COLLEGE OF GRAD & CONT STUDIES-GAO,,,,Red Lobster reopening - Thank you for your support (Link),0.0227273,44.986,COLLEGE OF GRAD & CONT STUDIES-GAO,
,,,,,,1/21/25 19:58,,1/21/25 15:28,1/21/25 15:28,Administration,EMP PROVOST & DEAN OF FACULTY,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0305344,46.0773,PROVOST & DEAN OF FACULTY,
,,,,,,,,1/21/25 21:11,1/21/25 21:11,Administration,EMP NO CONTRACT,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0178571,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,,,1/21/25 17:57,1/21/25 17:57,Administration,EMP NURSING,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.0606061,46.0773,ENGLISH,
,,,,,,,,1/21/25 13:31,1/21/25 13:31,Administration,EMP NO CONTRACT,,,,Get Spotify Premium for Free! (QR Code),0,46.0773,MASTER IN CIVIL ENGINEERING,
,,,,,,1/22/25 15:37,,1/20/25 21:19,1/20/25 21:19,Administration,EMP ART,,,,Get Spotify Premium for Free! (QR Code),0.0578512,46.0773,SCHOOL OF ARCHITECTURE & ART,
,,,,,,1/22/25 22:16,,1/22/25 19:42,1/22/25 19:42,Administration,EMP BIOLOGY,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0,46.0773,,
,,,,,,1/21/25 15:16,,1/20/25 18:47,1/20/25 18:47,Administration,EMP CRIMINOLOGY AND CRIMINAL JUSTICE,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.016,46.0773,CRIMINOLOGY AND CRIMINAL JUSTICE,
,,,,,,,,1/21/25 18:04,1/21/25 18:05,Administration,EMP ATHLETIC ADMINISTRATION,,,,EA Playstation Account Notification (Link) (QR Code),0.0530303,46.0773,MEN'S WRESTLING,
,,,,,,,,1/20/25 17:12,1/20/25 17:12,Administration,EMP INFORMATION TECHNOLOGY,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0.0384615,44.9199,INFORMATION TECHNOLOGY,
,,,,,,1/23/25 0:10,1/23/25 13:09,1/22/25 21:39,1/22/25 21:39,Administration,EMP NURSING,,,,Netflix Alerts: The Wait is Over! (Link),0.0223881,38.9476,NURSING,
,,,,,,,,1/20/25 14:46,1/20/25 14:46,Administration,EMP PHILOSOPHY,,,,Would you mind taking a look at this invoice? (Link) (Spoofs Domain) (Credentials Landing Page),0.0117647,46.0773,,
,,,,,,,,1/22/25 13:27,1/22/25 13:27,Administration,EMP MAH-MASTER OF ARTS IN HISTORY,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.0229008,46.0773,MAH-MASTER OF ARTS IN HISTORY,
,,,,,,,,1/20/25 21:32,1/20/25 21:32,Administration,,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0,46.0773,,
,,,,,,1/22/25 14:45,1/22/25 14:45,1/22/25 14:29,1/22/25 14:29,Administration,EMP DISTANCE MBA PROGRAM,,,,VIP Executive Reception Invitation (Link) (Spoofs Domain),0.0606061,39.1328,COLLEGE OF GRAD & CONT STUDIES-GAO,
,,,,,,1/21/25 16:22,,1/21/25 16:21,1/21/25 16:21,Administration,,,,,Would you mind taking a look at this invoice? (Link) (Spoofs Domain) (Credentials Landing Page),0.0344828,47.2347,LEADERSHIP CENTER,
,,,,,,,,1/20/25 21:43,1/20/25 21:43,Administration,EMP NO CONTRACT,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.0366972,46.0773,POLITICAL SCIENCE,
,,,,,,1/22/25 16:17,1/22/25 16:17,1/22/25 14:35,1/22/25 14:35,Administration,EMP HISTORY,,,,eFax: Urgent - Confirm account to receive important fax (Link),0.0676692,40.2902,HISTORY,
,,,,,,1/22/25 17:32,,1/22/25 16:24,1/22/25 16:24,Administration,EMP COMDNT CADETS,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.00787402,44.9199,COMDNT CADETS,
,,,,,,,,1/21/25 20:36,1/21/25 20:36,Administration,EMP MA IN INTERNATIONAL RELATIONS - MIR,,,,jetBlue: Chance to win a FREE upgrade on your flight to New York! (Link),0.0172414,46.0773,MA IN INTERNATIONAL RELATIONS - MIR,
,,,,,,1/21/25 16:07,,1/21/25 16:06,1/21/25 16:06,Administration,EMP ATHLETIC ADMINISTRATION,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0.0895522,50.7069,MEN'S HOCKEY,
,,,,,,,,1/20/25 18:06,1/20/25 18:06,Administration,INSTITUTIONAL RESEARCH,,,,Starbucks: Forgot Password (Link),0.135135,47.9291,,
,,,,,,,,1/22/25 17:17,1/22/25 17:17,Administration,EMP MS INFO SECURITY & ASSURANCE,,,,Amazon: Amazon Renewal (Link),0.015873,44.9199,MS INFO SECURITY & ASSURANCE,
,,,,,,,,1/21/25 19:05,1/21/25 19:05,Administration,EMP NO CONTRACT,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.032,46.0773,SGCS CERTIFICATE,
,,,,,,,,1/20/25 20:06,1/20/25 20:06,Administration,EMP BS IN CYBER SECURITY - BSCS,,,,Your School Portraits are now available - Order#24532197 (Link),0.0229008,39.1328,BS IN CYBER SECURITY - BSCS,
,,,,,,,,1/21/25 18:12,1/21/25 18:12,Administration,EMP NURSING,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0.0333333,46.0773,NURSING,
,,,,,,,,1/21/25 19:30,1/21/25 19:30,Administration,EMP NO CONTRACT,,,,Slack: Mandatory mobile app update (QR Code),0.0212766,43.5773,MS INFORMATION SYSTEMS,
,,,,,,1/21/25 18:47,1/21/25 18:47,1/21/25 18:25,1/21/25 18:25,Administration,EMP DIVERSITY EQUITY INCLUSION -DEI,,,,Authorize Pending Transaction on your Wallet (Link),0.0984849,39.1328,DAVID CRAWFORD SCHOOL ENGINEERING,
,,,,,,,,1/21/25 13:04,1/21/25 13:04,Administration,EMP MA IN MILITARY HISTORY,,,,Netflix Alerts: The Wait is Over! (Link),0.0325203,46.0773,MA IN MILITARY HISTORY,
,,,,,,,,1/20/25 14:45,1/20/25 14:45,Administration,EMP BS IN CYBER SECURITY - BSCS,,,,Slack: Mandatory mobile app update (QR Code),0.034188,42.605,BS COMPUTER SCI INF SYSTEMS,
,,,,,,,,1/21/25 16:36,1/21/25 16:36,Administration,EMP DISTANCE MBA PROGRAM,,,,Ticketmaster: Basketball Season is Here! (QR Code),0.00909091,46.0773,DISTANCE MBA PROGRAM,
,,,,,,,,1/21/25 16:02,1/21/25 16:02,Administration,EMP POLITICAL SCIENCE,,,,Starbucks: Forgot Password (Link),0.0102041,46.0773,POLITICAL SCIENCE,
,,,,,,,,1/21/25 15:42,1/21/25 15:42,Administration,MECHANICAL ENGINEERING,,,,Netflix Alerts: The Wait is Over! (Link),0,46.0773,,
,,,,,,,,1/22/25 16:20,1/22/25 16:20,Administration,EMP NO CONTRACT,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0,46.0773,,
,,,,,,,,1/22/25 17:03,1/22/25 17:03,Administration,EMP NO CONTRACT,,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0,46.0773,MAH-MASTER OF ARTS IN HISTORY,
,,,,,,,,1/22/25 20:06,1/22/25 20:06,Administration,MA-DIPLOMACY/MILITARY SCIENCE,,,,Your Facebook Ads Receipt (Link) (PDF Attachment),0,46.0773,MA-DIPLOMACY/MILITARY SCIENCE,
,,,,,,,,1/21/25 18:36,1/21/25 18:36,Administration,EMP MAH-MASTER OF ARTS IN HISTORY,,,,Instagram: Unidentified Device (Link) (Credentials Landing Page),0.029703,46.0773,MA IN MILITARY HISTORY,
,,,,,,,,1/21/25 16:46,1/21/25 16:46,Administration,EMP BS IN STRATEGIC STUDIES (BSSSDA),,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0,46.0773,BS IN STRATEGIC STUDIES (BSSSDA),
,,,,,,1/21/25 12:35,1/21/25 13:04,1/20/25 20:29,1/20/25 20:29,Administration,EMP DEGREE COMPLETION - GAO,,,,ParkingEye: Parking Ticket Refund (Link),0,39.1328,STEWARDSHIP,
,,,,,,,,1/22/25 15:13,1/22/25 15:13,Administration,EMP ENGLISH,,,,Navy Federal: Your deposit is on hold (Link),0,46.0773,ENGLISH,
,,,,,,,,1/20/25 20:06,1/20/25 20:07,Administration,EMP NO CONTRACT,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0.02,46.0773,BS IN CRIMINAL JUSTICE (BSCJ),
,,,,,,1/24/25 13:29,1/24/25 13:29,1/22/25 21:08,1/22/25 21:08,Administration,EMP HUMAN RESOURCES,,,,Navy Federal: Your deposit is on hold (Link),0.0288462,39.1328,HUMAN RESOURCES,
,,,,,,1/22/25 13:33,1/22/25 13:33,1/21/25 20:56,1/21/25 20:57,Student,UG Student C2,,,,EA Playstation Account Notification (Link) (QR Code),0.0857143,41.4476,ADMISSIONS,
,,,,,,1/22/25 17:14,,1/22/25 16:49,1/22/25 16:49,Administration,EMP MASTERS SCIENCE NURSING - MSN,,,,ParkingEye: Parking Ticket Refund (Link),0.0227273,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,1/21/25 17:53,1/21/25 17:53,1/21/25 17:13,1/21/25 17:13,Administration,EMP OFFICE OF COMMUNICATIONS,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0.0120482,37.4662,MARKETING & COMMUNICATIONS OFFICE,
,,,,,,,,1/21/25 14:04,1/21/25 14:04,Administration,EMP COMMUNICATIONS,,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0.0227273,46.0773,COMMUNICATIONS,
,,,,,,,,1/21/25 19:55,1/21/25 19:55,Administration,EMP KREITZBERG LIBRARY,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.0222222,42.605,KREITZBERG LIBRARY,
,,,,,,,,1/22/25 13:04,1/22/25 13:04,Administration,EMP NO CONTRACT,,,,Chase: You have a payment on hold (Link),0,46.0773,MS IN ACCOUNTING,
,,,,,,1/21/25 15:41,1/21/25 15:41,1/21/25 15:40,1/21/25 15:40,Administration,EMP MECHANICAL ENGINEERING,,,,LinkedIn: Verification Required! (Link) (Credentials Landing Page),0,39.1328,MECHANICAL ENGINEERING,
,,,,,,1/22/25 14:44,1/22/25 14:44,1/22/25 14:43,1/22/25 14:43,Administration,,,,,Hello All Cat Lovers!!!!! (Link),0,31.4437,,
,,,,,,,,1/21/25 13:28,1/21/25 13:28,Administration,EMP NO CONTRACT,,,,Starbucks: Forgot Password (Link),0,46.0773,ENGLISH,
,,,,,,,,1/21/25 15:50,1/21/25 15:50,Administration,EMP MASTERS SCIENCE NURSING - MSN,,,,LinkedIn: Join my network on LinkedIn (Link),0,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,,,1/22/25 13:31,1/22/25 13:31,Administration,EMP MASTERS SCIENCE NURSING - MSN,,,,UPS: Service Temporarily Unavailable (QR Code),0.0632911,46.0773,MASTERS SCIENCE NURSING - MSN,
,,,,,,1/20/25 20:32,,1/20/25 18:28,1/20/25 18:28,Administration,,,,,Netflix: Your Netflix account is on hold! (Link) (Credentials Landing Page),0,46.0773,MASTER OF PUBLIC HEALTH,
,,,,,,,,1/20/25 18:38,1/20/25 18:38,Administration,EMP NO CONTRACT,,,,Parking Ticket Refund (Link),0.0447761,46.0773,MS IN ACCOUNTING,
,,,,,,1/22/25 17:46,,1/22/25 16:18,1/22/25 16:18,Administration,,,,,Amazon: Amazon Renewal (Link),0,46.0773,BACHELOR OF PUBLIC HEALTH,
,,,,,,,,1/21/25 13:29,1/21/25 13:29,Administration,,,,,Amazon: Your Amazon Order of AirPods Pro (2nd Generation) Wireless Earbuds (Link) (QR Code),0,46.0773,NURSING,
,,,,,,,,1/22/25 17:55,1/22/25 17:55,Administration,EMP NO CONTRACT,,,,HelloFresh: Thanks for your purchase! (PDF Attachment),0,46.0773,CIVIL ENGINEERING,
,,,,,,,,1/22/25 14:47,1/22/25 14:47,Administration,,,,,ParkingEye: Parking Ticket Refund (Link),0,46.0773,HEALTH & HUMAN PERFORMANCE,
,,,,,,,,1/22/25 13:48,1/22/25 13:48,Administration,EMP NURSING,,,,Get Spotify Premium for Free! (QR Code),0.0138889,43.7625,NURSING,
,,,,,,,,1/21/25 18:21,1/21/25 18:21,Administration,,,,,Amazon: Amazon Renewal (Link),0.0606061,50.7069,COMDNT CADETS,
,,,,,,,,1/20/25 15:21,1/20/25 15:21,Administration,,,,,EA Playstation Account Notification (Link) (QR Code),0,46.0773,SOCCER-MEN,
,,,,,,,,1/20/25 18:27,1/20/25 18:27,Administration,,,,,Slack: Mandatory mobile app update (QR Code),0.03125,42.605,RESEARCH AND ADVANCEMENT SERVICES,
,,,,,,,,1/21/25 17:34,1/21/25 17:34,Administration,,,,,LinkedIn: Join my network on LinkedIn (Link),0,46.0773,UNIFORM PROCUREMENT,
,,,,,,,,1/22/25 16:29,1/22/25 16:29,Administration,,,,,T-Mobile: Win the new Iphone Xs with T-Mobile (Link),0,44.9199,MASTERS SCIENCE NURSING - MSN,
,,,,,,1/22/25 19:54,,1/22/25 19:53,1/22/25 19:53,Administration,,,,,Starbucks: Ready for a Starbucks coffee break? (Link),0,46.0773,HEALTH & HUMAN PERFORMANCE,
,,,,,,,,1/21/25 17:22,1/21/25 17:22,Administration,,,,,Ticketmaster: Are you ready for some football?! (Link) (QR Code),0,47.1163,,
,,,,,,,,1/20/25 19:53,1/20/25 19:53,Administration,,,,,jetBlue: Chance to win a FREE upgrade on your flight to New York! (Link),0,48.5029,,
,,,,,,,,1/21/25 13:40,1/21/25 13:40,Student,Undergraduate-Non-matric Continuing Ed-Northfield Campus-No College Designated,,,,"HelloFax: HelloFax, Someone Sent You a Fax (Link)",0.0131579,46.0773,,
,,,,,,,,1/21/25 18:07,1/21/25 18:08,Administration,EMP COMPUTER SECURITY & INFO ASSURANCE,,,,Marriott: We're sorry. Here is a free 2-night stay at any Marriott location. (Link) (Credentials Landing Page),0.0740741,46.0773,COMPUTER SECURITY & INFO ASSURANCE,
,,,,,,,,1/21/25 15:46,1/21/25 15:46,Administration,EMP KREITZBERG LIBRARY,,,,LinkedIn: Install LinkedIn Secure app (Link),0.0381679,46.0773,KREITZBERG LIBRARY,
,,,,,,1/21/25 17:45,1/21/25 17:45,1/21/25 14:22,1/21/25 14:22,Administration,EMP ATHLETIC ADMINISTRATION,,,,Facebook: Your friend tagged you in photos on Facebook (Link) (SPT),0.0196078,39.1328,WOMEN'S LACROSSE,
,,,,,,1/21/25 21:20,1/21/25 21:20,1/21/25 21:17,1/21/25 21:17,Administration,EMP VP - STUDENT AFFAIRS,,,,Your School Portraits are now available - Order#24532197 (Link),0.015873,40.2902,VP - STUDENT AFFAIRS,
,,,,,,1/21/25 13:09,1/21/25 13:09,1/21/25 13:07,1/21/25 13:07,Administration,EMP HEALTH & HUMAN PERFORMANCE,,,,Hello All Cat Lovers!!!!! (Link),0.030303,39.1328,HEALTH & HUMAN PERFORMANCE,
,,,,,,,,1/20/25 16:17,1/20/25 16:17,Administration,EMP NO CONTRACT,,,,Slack: Mandatory mobile app update (QR Code),0,46.0773,MA-DIPLOMACY/MILITARY SCIENCE,
,,,,,,,,1/22/25 14:18,1/22/25 14:18,Administration,EMP MA-DIPLOMACY/MILITARY SCIENCE,,,,Kmart: Kmart Deals are Starting Soon! (Link) (PDF Attachment),0.0229008,46.0773,COLLEGE OF GRAD & CONT STUDIES-GAO,
